Tanggal Posting;Nama Tampilan;Username;Teks Tweet;Retweets;Likes;Total Interaksi
25/09/2025;٠࣪⭑꩜ 𝘙𝘰𝘳𝘺.ᐟ;@poveloem;Geblek ah Jakarta udah mau seminggu ini PANAS banget. Chill Sun!!!;0;0;0
25/09/2025;kopihitam;@tonskopi;Jakarta adem nya tuh tengah malem nyampe subuh, sebelum jam 12 malem aja masih gerah;0;0;0
25/09/2025;Jefri.;@nctjulian;Jepang rasa Jakarta. Panas banget shibal.;0;0;0
25/09/2025;MIS;@irhssejati;lagi pake koyo jepang , panasnya nyelekit terus ditambah jakarta panas banget;0;0;0
25/09/2025;𝓭𝓻𝓮́ᢉ𐭩;@yooyeonamour;panas banget jakarta;0;0;0
25/09/2025;piraa.;@pforpearr;panas banget, jakarta panas bangettt sihh;0;0;0
25/09/2025;Я |;@mhmmd_jati;Gerah bener ini Jakarta kayak mau ujan gede awet;0;0;0
25/09/2025;#PISCESBOY;@Onky_Rozie;Hari ini jakarta dilanda panas dan mendung secara bersamaan.  Gerah;0;0;0
26/09/2025;(.◜◡◝) | MENTION AFTER DM;@Jenowsiee;Jakarta panas banget;2;2;4
26/09/2025;choo 추 | rest;@yourshanim;jakarta lagi panas banget ya hari ini? stay hydrated teman teman;0;2;2
26/09/2025;48Dena_Owns;@akbarmysuf;Masih dalam perjalanan kah den? Aku hari ini libur, jadi cuma nyantai aja di dalam rumah, karena cuaca sampai siang ini panas banget, jadi males keluar hahaha.. Tapi kayakny mulai mendung nih, biasalah jakarta emang biasany gitu kan?  #DenAnswer @Danella_JKT48;0;1;1
26/09/2025;Ni;@seiklasnya;Jakarta lu kenape si panas banget;0;0;0
26/09/2025;bels;@bluezbluu;JAKARTA PANAS BANGET BUSET;0;0;0
26/09/2025;doneyy;@welldoneey;Panas banget kek jakarta;0;0;0
26/09/2025;Austin.;@vancouvecr;Jujur iya lagi panas banget, di Jakarta jugaa.;0;0;0
26/09/2025;gie 𝒪𝒹𝑒 𝓉𝑜 𝐿𝑜𝓋𝑒 ໒꒱;@ushiitai;panas banget jakarta;0;0;0
26/09/2025;デビン;@cafeasteroids;Ya Allah kenapa ya jakarta panas banget;0;0;0
26/09/2025;lummie;@favorlummie;jakarta panas banget dH;0;0;0
26/09/2025;@gyoatza;@gyoatza;Jakarta panas banget;0;0;0
26/09/2025;ifa;@xxxuxixuxixx;ini ada apasiii... jakarta PANAS BANGET YA ALLAH  gakuatt pengennya marah-marah mulu jadinya;0;0;0
26/09/2025;nad;@brevityou;JAKARTA PANAS BANGET WALLAHI;0;0;0
26/09/2025;Rosa;@jtomamgig;Gila Jakarta panas banget bung. Kabur kemana ini enaknya?;0;0;0
26/09/2025;el;@thecassiopeiaa;YA ALLAH JAKARTA PANAS BANGET YA ALLAH, panasnya tuh yg hawa anginnya tuh bukan adem tp yg anget alias panas;0;0;0
26/09/2025;sasa;@bbyoitjn;panas banget njir jakarta;0;0;0
26/09/2025;Ikhsan Irfansyah;@ikhsanirfansyah;jutaan orang bisa betah2 aja tinggal di Jakarta bertaun2 nih msh gak habis pikir saya. macet, gerah, un-tertib, padat, rudet. tp sy jg baru aja pindah jd KTP Jak;0;0;0
26/09/2025;Cit;@citradewiwi;Jakarta nih mataharinya ada sembilan kah? PANAS BANGET;0;0;0
26/09/2025;KazeNoha officially robin haver;@IlovNirei;baru pulang sekolah, Jakarta panas banget hari ini kenapa dah;0;0;0
26/09/2025;𝐮𝐬𝐲;@callmeusy;Tapi Jakarta panas banget gak? Apa ada hujan? Soalnya disini 2 minggu ini suhunya sampe 34 derajat dan gak hujan samsek;0;0;0
26/09/2025;coco;@jade_pendants;Jakarta kenapa panas banget;0;0;0
26/09/2025;nyanya;@gomhaechan;btw jakarta panas banget brok ngapain kalian pake baju tebel @ dongren;0;0;0
26/09/2025;nayyyᵇᵇᵘᵘ;@noahanay;Matahari jakarta ada 5 ya panas banget;0;0;0
26/09/2025;Nayshitttt;@IldyYanto;Panas banget today, bingung mau ke kampus yang ada di ujung jakarta itu tidak yaa?.;0;0;0
27/09/2025;𝙩;@onuyiru;jakarta panas banget ini mataharinya ada seratus;1;0;1
27/09/2025;LeO;@itsmybby_;Jakarta hari ini panas banget;0;1;1
27/09/2025;Iris | rest;@LloverArcoiris;boleh, ni matahari di jakarta panas banget lho  JOSSGAWIN INVINCIBLE #JossGawinFancon;0;1;1
27/09/2025;baale;@rajamudabrwjaya;panas banget Jakarta;0;1;1
27/09/2025;LoVE;@loveVJk_;Jakarta memang panas banget ya, bener bener mau pakai baju aja kyak maless panas banget;0;1;1
27/09/2025;Na;@njmnam;Aku dah setahun gak ke Jakarta aja syokkk karena panas banget wehh, gimana besok di jis;0;0;0
27/09/2025;kira;@iseetheleeght;Jakarta panas banget anjir ga kuattttt;0;0;0
27/09/2025;awl 요잇!;@jenomyeonie;amit amit jakarta PANAS BANGET;0;0;0
27/09/2025;ann☆;@beyamethystt;CHANN jakarta emang panas banget sih;0;0;0
27/09/2025;mellymillo;@mellymillo23;Jakarta kenapa panas banget ya Allah  Belom keluar rumah, keringet udah bercucuran;0;0;0
27/09/2025;Kamado Al Ridho;@SapphireKey06;Jakarta gerah banget ya Tuhan. Kayak tiap 3 jam sekali perlu mandi;0;0;0
27/09/2025;Sabin;@josswyrgurlll;Jakarta panas banget demi apapun  JOSSGAWIN INVINCIBLE #JossGawinFancon;0;0;0
27/09/2025;nda;@haechanana_;Jakarta hari ini panas BANGET. Good luck for today and tomorrow deh yg konseran;0;0;0
27/09/2025;g. and h.;@hcnshn;((meskipun dalam cuaca panas)) iyh kak semangat yaa jakarta matahari nya ada 20;0;0;0
27/09/2025;acan;@cinnam0nac;jakarta jam segini udah panas banget???;0;0;0
27/09/2025;𝙧an | ENHYPEN IS 7;@ratintraps;jakarta panas banget...;0;0;0
27/09/2025;alyn ☽̶☾ tag @ before DM | kena sb;@Jiunarc;Jakarta panas banget anjirrr;0;0;0
27/09/2025;𝐛𝐢𝐥𝐞 ᡣ𐭩;@jenosumedang;GERAH BGT ANJIR JAKARTA INI;0;0;0
27/09/2025;di;@imyournaa;Bumi bagian Indonesia emang lagi panas2nya kah?? Aku yg tinggal di tempat yg kalo panas gak yg panas banget aja ini beberapa hari kepanasan (panasnya beneran yang panas BANGET). Apalagi Jakarta yakk. Dan apalagi yang keungkep di stadion berisi puluhan ribu orang...;0;0;0
27/09/2025;Arinn;@arinastarkk;Jakarta panas banget hari inii  have fun dan hati hatii temen temen yg konseran hari inii;0;0;0
28/09/2025;@kulupcoklat;@uncutcoklat;Jaga jakarta kenapa panas banget hari ini;0;3;3
28/09/2025;g;@bubblegumbitc__;jakarta hari ini panas bgt gasih…. i had to turn on the aircon on my kitchen jir  gerah puol;0;2;2
28/09/2025;GhalbraT;@ghalbrat;Banyak jalan kaki. Panas banget jakarta.;0;1;1
28/09/2025;eIsie;@YEYEOYENG;jakarta gerah bgt monyet;0;1;1
28/09/2025;ju;@justanthrside;Jakarta panas banget dah hari ini;0;1;1
28/09/2025;Kharisma;@Kharismaa13_;Cuaca juga semalem emang panas banget  didaerahku Jakarta pinggiran aja jam 7 malem masih 30°..;0;1;1
28/09/2025;Lidyaa;@dychly;Tolong clip TDS 4 Jakarta jangan lewat dulu ya, tau kan alasan 2 hari ini jakarta panas banget?;0;0;0
28/09/2025;dewi. ♥︎;@fleurshani;panas banget anjir jakarta;0;0;0
28/09/2025;Nina love you!;@CRZYgazine;Bener, belum pernah ngobrol. Solo biasa aja sih soalnya hari ini gua lagi di jakarta. Panas banget.;0;0;0
28/09/2025;@kittverstappen;@kittverstappen;PANAS BANGET JAKARTA GILA;0;0;0
28/09/2025;Sigung;@nathanharts;Panas banget dah jakarta;0;0;0
28/09/2025;Yosy Agustika;@YosyAgustika;Jakarta panas banget juaaraaaa;0;0;0
28/09/2025;𝒂𝒏𝒏𝒄𝒂𝒂𝒂˙ᵕ˙;@sunmoonphile;jakarta aja panas banget sin;0;0;0
28/09/2025;Fuse Sudar;@fusenaxx1;Beli air cooler ajaaa  sama panas banget jakarta;0;0;0
28/09/2025;maung;@tttopshi;Jakarta panas banget gilaaaaaaa;0;0;0
28/09/2025;Choirry;@cho1rry;gila jakarta panas banget anjir;0;0;0
28/09/2025;lilac.;@agapynch;jakarta a nya anjirrrrr panas banget;0;0;0
28/09/2025;Gilang Pamungkas;@gipangsss;jakarta ujan kek, bentaran aja juga gapapa. GERAH BANGATTT WOK!;0;0;0
28/09/2025;Aji Irawan;@triajiirawan;JAKARTA PANAS BANGET HARI INI, SUMUKKK;0;0;0
28/09/2025;Zaa;@fourtheseas;Waw hari ini jakarta panas banget;0;0;0
28/09/2025;ay, อาย;@loveboyfie;jakarta panas banget sumpah, kalian panas gasi gais daerahnya?;0;0;0
28/09/2025;abonhaee;@Chesburgermntp;Jis panas banget gesss   Yuk yg blm dpt transportasi pulang bisa dm akuuuu  harga afrodable sesuai online ajaa #TDS4inJAKARTA #sijeuni #NCTDREAM_THEDREAMSHOW4_JAKARTA #JIS;0;0;0
28/09/2025;Muzakki Gede;@muzzakigede;@CommuterLine  Kereta Bogor-Jakarta Kota yang per jam 16.29 berhenti di stasiun  Tj Barat kurang dingin ACnya, jadi gerah, boleh dievaluasi lagi Min? Soalnya sore hari, cahaya matahari dari Barat langsung masuk jendela jadi hangat.;0;0;0
28/09/2025;phuwintang phuwintung;@coquettephuw;gue cuma berentiin tukang tape yg lewat depan rumah tp jidat gue lgsg keringetan muka gue kayak kebakar  alias GILA JAKARTA PANAS BANGET BARU JAM 10 PAGI;0;0;0
28/09/2025;solo_dk;@solodk7;di jakarta panas banget;0;0;0
28/09/2025;nad;@jeyiikee;ihh jakarta panas banget anjir;0;0;0
28/09/2025;Eri;@meg_1916;Semangat guys, sabar ya lagi panas banget di jakarta. Gw doain dari rumah semoga konsernya lancar, kalian sehat2, sijieuni PP nya aman & promotor nya layanin lebih baik hari ini;0;0;0
28/09/2025;xoxo;@leuviyy;Jakarta panas banget...;0;0;0
29/09/2025;R.;@entermaze;Gila ya panas banget Jakarta demiiii.;1;0;1
29/09/2025;bee;@beeyyyyyyyyyy_;kalau habis pulang dari jakarta badan pasti menghitam karna panas banget;0;1;1
29/09/2025;Kaluna.;@RlNTlKSENDU;ㅤ ㅤ Lebih butuh airnya soalnya Jakarta panas banget nan. ㅤ;0;0;0
29/09/2025;َ;@lijensland;satu jakarta hari ini langsung ujan deres padahal 2 hari kemarin panas BANGET, boleh juga nih pawang ujan dyandra, ujannya di tahan kah sampe nunggu tds kelar wkwkwwkkw;0;0;0
30/09/2025;salma;@properfty;Panas banget ajgg belum ada 10 menit gue Mandi, fuck you Jakarta;0;0;0
30/09/2025;َ;@NCTEJNOO;Bener. Jakarta panas banget!!;0;0;0
30/09/2025;GIMANA ? GERAH YA ?;@Krisna_oteng;band ekspetasi rock in solo udh hadir di jakarta death fest;0;0;0
30/09/2025;َ;@NCTEJNOO;Seru dan Jakarta panas banget. Bener, kalau Aespa lagi dimana?;0;0;0
30/09/2025;diba.;@Easybifwin;Panas banget jakarta. Huft.;0;0;0
01/10/2025;nya.;@slythheryn;ANGIN JAKARTA GERAH BANGET BADJINGAN PADAHAL SORE2;0;0;0
01/10/2025;Gaby Tania;@GabyTania2;Pantesan Jakarta gerah ternyata Jiminnya lagi bugil di sana.;0;0;0
01/10/2025;Bucin 4may nutliam jaya;@nrwttitiii;Ya Allah jakarta panas banget kocakkk;0;0;0
02/10/2025;chuwannie;@leemoonshy;guwe yg setiap pagi nntn livestream tvone merasa gerah kenapa jakarta doang yg di beritain;0;1;1
03/10/2025;Ugi Ugi Nug;@siamaww;mantulss bikin ngiler mana panas banget lagi jakarta;0;0;0
03/10/2025;Rei.;@manhuiz;AJGGG JAKARTA SUMUK GERAH BGT;0;0;0
04/10/2025;𝕔𝕖𝕣𝕦𝕝𝕖𝕒𝕟 𝕧𝕖𝕣𝕘𝕖;@soloistsw;I love working in surabaya its like jakarta but more slooow. Kekurangannya panas banget bjir itu matahari kayak di atas kepala  malam aja tuh panas kayak kagak ada angin;0;4;4
04/10/2025;.raul;@kidraaauhIs_;Buset jakarta panas banget;0;3;3
04/10/2025;LissaSakuraJP;@LissaSakura;Jakarta gerah amat;0;1;1
04/10/2025;ᥫ᭡.ִֶָ𓂃nad;@neppidemic;Lari pagi ini ngga konsen blas, Jakarta lo panas banget;0;1;1
04/10/2025;kotakisi;@kotakisi12;ini jakarta deket matahari apa panas banget !;0;0;0
04/10/2025;VIA;@sweetsoursally;panas banget jakarta today;0;0;0
04/10/2025;Rama;@_RamaFauzi;sebagai gay yg tdk minat dgn perempuan apalagi hny utk sebuah status laki2 normal di muka umum. masih trs berharap menemukan seorg pria yg tdk brengsek, memiliki nilai dan komitmen untuk bersama, bertumbuh, berkembang setiap harinya . . jakarta juga panas banget anjir;0;0;0
04/10/2025;@thesumnflower;@thesumnflower;panas banget jakarta;0;0;0
04/10/2025;cey;@desirenoo;Panas banget jakarta hari ini cooo;0;0;0
04/10/2025;karin;@trumanjae;Jakarta panas banget ya Allah;0;0;0
04/10/2025;Astra jingga;@astrajig;Jakarta panas banget monyet;0;0;0
04/10/2025;nad❀;@youroddeye;Jakarta panas banget hari inii aaaaa;0;0;0
04/10/2025;sugeng siswanto;@sug33ng;panas banget dah jakarta jakarta ini;0;0;0
04/10/2025;alllllll;@red_tobacc;Jakarta panas banget buseetttt;0;0;0
04/10/2025;inez;@nojaemnuna;Jakarta dari pagi sampe sekarang gerah bgt buseettt;0;0;0
04/10/2025;s.;@escapeofsheil;Jakarta panas banget, allahu akbar;0;0;0
05/10/2025;Swan;@Muggiwaira;Jakarta panas banget ASTAGHFIRULLAH *berubah jd ultramen jahat*;0;0;0
05/10/2025;clairé| lagi sedih;@nailongdino;woi jakarta neraka bocor ya? gila panas BANGET GERAH;0;0;0
05/10/2025;ran_awaayyy;@sweetbubblegump;YA ALLAH JAKARTA PANAS BANGET;0;0;0
05/10/2025;meii kopling || mt after dm¡¡;@atprodithe;jakarta lagi panas banget gakuaatttt;0;0;0
05/10/2025;adnan,;@blvcksorrow;PANAS BANGET ANJING JAKARTA AAAAAA;0;0;0
05/10/2025;Zeeウチ;@zeeziah_;Pengen jalan jalan, tapi jakarta panas banget. Jadi males;0;0;0
05/10/2025;cloo #TASTE;@chan_won_gf;ini jakarta udah mepet planet bekasi kahpanas banget;0;0;0
05/10/2025;셉티✩ FLARE U!;@woosangyuu;sumpah panas banget emang  tapi jakarta belum hujan juga...;0;0;0
06/10/2025;.;@_lattearies;panas banget ya jakarta :');0;1;1
06/10/2025;Lin;@thelifeoflav;GERAH bngt jakarta;0;0;0
06/10/2025;mbul;@embulmiaw;hey inisial jakarta juga panas banget;0;0;0
06/10/2025;chand;@xcviichand;kenapa jakarta panas banget hari ini hmm even di ruangan ber AC tetep masih gerah;0;0;0
06/10/2025;gioo;@giotermal;Jakarta panas banget deh siang ini;0;0;0
06/10/2025;el;@eskrimrasakopi;udah seminggu ini cuaca selatan jakarta panas banget;0;0;0
06/10/2025;RAFF BAR11OW;@ssleepyboyy;Jakarta panas banget bangsat;0;0;0
06/10/2025;❧;@asonderpoetry;jakarta lagi mode bekasi ya alias panas BANGET;0;0;0
06/10/2025;Nikaにか;@Uedas3316;Jakarta juga panas banget hari ini Ka  Padahal doanya buat masa depan Yuki yang cerah, ini kenapa jadi literal cerahnyaaa;0;0;0
06/10/2025;Nugraha.;@sacriafice;jakarta panas banget cokkkkkk ga sanggup;0;0;0
06/10/2025;kufa ／ ⋆ ۪;@jennaicane;ini jakarta kenapa panas banget;0;0;0
06/10/2025;𝒛𝒊𝒂;@ceritashhera;Kayanya ko,tapi Jakarta emang panas banget.;0;0;0
06/10/2025;naya, MT AFTER DM;@mis9fit;kok jakarta panas banget hari ini;0;0;0
06/10/2025;Gio;@milkypistachio2;Ini bekasi Jakarta dri kmrin panas banget....;0;0;0
07/10/2025;ؘNini.;@acupofddalgiuyu;Gila ya jakarta hari ini PANAS BANGET;0;0;0
07/10/2025;barbut;@barbut_;Jakarta kalau udah di atas jam 8 tu panas banget ya;0;0;0
07/10/2025;naaa;@jenaismacka;jakarta gerah bgt anjjj;0;0;0
07/10/2025;seductivanoir;@cutebutpsychho0;Gila panas banget jakarta;0;0;0
07/10/2025;𝒜nn;@cinnamouin;mau banget layering outfit ku pakai coat yang gemas itu tapi jakarta kan panas banget;0;0;0
07/10/2025;Vyna Maryana;@Vyna_RT;Jakarta udah ujan terus, ini Pekalongan panas banget gak ujan-ujan.;0;0;0
08/10/2025;Arlineೄ;@ivantilldie;Jakarta udah kaya kebakaran anjg panas banget;0;2;2
08/10/2025;Jerry dan 924 lainnya;@UrWeaknesses;Panas banget ini jakarta, apa gue telanjang aja ya.;0;1;1
08/10/2025;rindi;@_rindianirisela;jakarta hari ini panas banget yaa;0;1;1
08/10/2025;MJ ✶;@cloverachiver;bosen banget kenapa ya ... kayak gatau siang panas banget ini jakarta ... pengen tidur siang tapi kepanasan .... KINDA LOST BINGUNG GABUT;0;0;0
08/10/2025;Sasa Miharja;@apaantoeh;Jakarta a-nya asyu panas banget;0;0;0
09/10/2025;eloise;@eldegraf;JAKARTA PANAS BANGET YA ALLAH;0;0;0
09/10/2025;kiruwahae;@ivangitiskronis;Anjir jakarta ini 1 matahari 1 org kah kok panas banget anjrit;0;0;0
09/10/2025;senyuminaja;@finirayi;tidur di lantai jg ga sih, panas banget belakangan ini di Jakarta namunnn, ujan dong tadi sore di Depok padahal panas banget di Jakarta;0;0;0
10/10/2025;kinda rest;@uchiclarista03_;Jakarta panas banget akhir² ini  Aku sehari bisa mandi 3-4x  Ac kipas nyala semua;1;0;1
10/10/2025;tari.;@markfapsi;jakarta jam segini udah panas banget ya;0;0;0
10/10/2025;ran;@rquanmei;Ini Jakarta Napa panas banget yak;0;0;0
10/10/2025;ay, อาย;@loveboyfie;sumpah ih jakarta kok panas banget yaa, hawanya jadi pengen minum mulu;0;0;0
10/10/2025;Nia⋆;@zjiahaao;kayaknya jiahal tipikal gak bisa gerah ya?? dia konser di jakarta nanti shirtless yang ada:);0;0;0
11/10/2025;Carloskatanya;@CarlosAssa4;Jakarta panas banget tolonggg;0;1;1
11/10/2025;@cheweyue;@cheweyue;jakarta panas banget bjir, mau hujan ya Allah;0;1;1
11/10/2025;Stef;@ter_csc;JAKARTA PANAS BANGET HUWAAAAHHH MAGER GILA;0;0;0
11/10/2025;asdfghj;@kerikilgadjah;Panas banget taikkk jakarta taikkkk;0;0;0
12/10/2025;Abel;@mas_abel48;Guys ini emang Jakarta panas banget sejak kemarin apa gmn ya gerah pol;1;16;17
12/10/2025;Ms. Ale;@si6mafemale;Walach jakarta lagi panas banget padahal udah pake undies sama bra doang;0;10;10
12/10/2025;Pat;@akukamuwumbo;Jakarta panas banget faqkkk;0;5;5
12/10/2025;Siap ga?;@SiapCoach;Angin jakarta hari ini panas banget jujur;0;3;3
12/10/2025;arkady brezhnev;@rianovskaya;Jakarta gerah banget anjenkkkk;0;1;1
12/10/2025;pay;@potjhita;Jakarta panas banget;0;1;1
12/10/2025;arb;@girflie;JAKARTA PANAS BANGET;0;0;0
12/10/2025;meii kopling || mt after dm¡¡;@atprodithe;jakarta hari ini panas banget;0;0;0
12/10/2025;ziim;@ziim_mn;jakarta panas banget berasa matahari di atas kepala;0;0;0
12/10/2025;rula;@alamduniafana;panas banget jakarta;0;0;0
12/10/2025;fxxqhxkxm;@faiqtaufiqul;Jakarta gila panas banget;0;0;0
12/10/2025;rain | can’t DM;@rainvyl;GILA YA JAKARTA PANAS BANGET;0;0;0
12/10/2025;HAECHERY#TASTEʕ ˵• Ⱉ •˵ ʔ . bismillah tds5;@SorceryLunar;jakarta kenapa panas banget sii?? masih pagi lohh;0;0;0
12/10/2025;al CLOSED.;@sangworyth;Jakarta panas banget gila;0;0;0
12/10/2025;Raa ^ʕ ˵• Ⱉ •˵ ʔ^;@hhaecii;JAKARTA PANAS BANGET;0;0;0
12/10/2025;@cheweyue;@cheweyue;jakarta kapan turun salju ya, PANAS BANGET YA ALLAH;0;0;0
12/10/2025;fanny;@fannyscpto;JAKARTA PANAS BANGET YA ALLAH;0;0;0
13/10/2025;.;@bombomcarzz;panasan semarang daripada jakarta. tapi diatas semarang masih ada bekasi diatas bekasi masih ada papua bjirr panas banget. 1 orang 1 matahari;2;96;98
13/10/2025;Meera;@fancyluvvy;Jakarta, depok, bogor panasnya parah bgt, keluar ruangan tuh langsung gerah bgt, dan ga ada angin gt;0;1;1
13/10/2025;ayin;@noturpuppets;Jayapura tuh lebih panas tp Jakarta hari ini tuh hawanya kek apa ya, gerah, sumuk, nggak bgt jir;0;1;1
13/10/2025;Gain Loistava;@GainLoistava;Jakarta panas banget sampe bikin sakit kepala;0;1;1
13/10/2025;andreas;@carmananda;bener2 dari kemarin panas banget jakarta, AC kamar gak nolong;0;0;0
13/10/2025;Ponyo;@rmwulansuci;Ya allah  Kenapa Jakarta Panas Banget Gabisa Tidur;0;0;0
13/10/2025;Service AC Jakarta Bekasi;@pjteknik;Cuaca lagi panas banget ya? Notif WA dr pagi bunyi terus.;0;0;0
13/10/2025;bibi ✰;@naacityzen;jakarta panas banget inimah tolong;0;0;0
13/10/2025;𓇼;@aegyusal;ya allah jakarta panas banget tolongggggg;0;0;0
13/10/2025;Ayam Bakar ⥀;@mlnmlk;Saatnya ngetweet kayak orang-orang: JAKARTA PANAS BANGET YA ALLAH.;0;0;0
13/10/2025;sharla;@sharlahumaira;demi apapun jakarta panas banget today;0;0;0
13/10/2025;☆;@achqeelovely;jakarta hari ini panas banget buset;0;0;0
13/10/2025;wolfwolf;@ariarhit;JAKARTA PANAS banget ini masih pagi lho, sudah bercucuran keringat;0;0;0
13/10/2025;×;@asbiankus;Panas banget lo ye @jakarta;0;0;0
13/10/2025;karina♡;@cheeserameen;JAKARTA PANAS BANGET;0;0;0
13/10/2025;ER || DO IT;@bumblebeears;Kenapa jakarta sekarang panas banget  perasaan dulu 2 thn lalu gk sepanas ini deh;0;0;0
13/10/2025;Aly ᢉ𐭩;@forwonally;Jakarta panas dan gerah bgt woy dari minggu kemarin, anginnya pun gerah bgt. Kasian uwon mingdep banjir deh dia di jkt wkwkwk;0;0;0
13/10/2025;𝐰𝐢𝐧𝐚;@ssamchoco;apadah ini jakarta kok panas banget;0;0;0
13/10/2025;Lane;@restedinbed;guys ini kenapa jakarta panas banget?????? keluar dikit udah ngucur keringetnya;0;0;0
13/10/2025;샤샤 (𝐒𝐇𝐀);@dailyshansine;jakarta panas banget ya Allahhhh;0;0;0
14/10/2025;poppyseptia;@sloppypoppy;di belahan dunia lain: “hello, autumn. ” di Jakarta, Tangsel dll: “gila gerah banget, AC udah dikencengin pun ga berasa”;70;100;170
14/10/2025;keritingrambut 𐂂;@bgkiting;Ini perasaan aku aja atau emang jakarta lagi gerah banget.;0;9;9
14/10/2025;jason;@cindercello;sumpah ya jakarta amit2 dah panas banget;0;5;5
14/10/2025;NITA;@Nitanitong_;Ini jakarta kapan adem nya sihh, gue baru beres mandi udah berasa gerah lagi;0;3;3
14/10/2025;Ra gk kuat;@BooksdRa;Gw cocok dah di ipb, jakarta gerah bgt coooskxhskwbx. Dari pagi ga ada adem² nya;0;3;3
14/10/2025;Rob Cunningham WL;@kuwrShow;Jakarta hari ini panas banget woy;0;2;2
14/10/2025;sangkala;@RemajaKurus;jakarta lagi gerah bgt astagaa;0;1;1
14/10/2025;patrick star;@txtdrwumbo;Jakarta lagi gerah-gerahnya, malah mati listrik;0;1;1
14/10/2025;jeje;@woesiesspie;JAKARTA PANAS BANGET ANJ;0;1;1
14/10/2025;Eshan;@EshanNFTs;jakarta panas banget;0;1;1
14/10/2025;nama saya;@ratnadian_p;Jakarta lagi panas banget ngga sihhhh yaAllah ampuni akuuu kasih adem2 dikit ya Allahh;0;0;0
14/10/2025;Artur;@yezkiels;jakarta panas banget bangsaattt;0;0;0
14/10/2025;soe;@oasisoe;jakarta panas banget anjinggg;0;0;0
14/10/2025;eltusaka;@eltusaka;jakarta panas banget hari ini, gerah!;0;0;0
14/10/2025;7skyers;@7skyers;Jakarta panas banget!!! Severe heat strike !!!!;0;0;0
14/10/2025;issa;@yokohamaez;njiss jakarta panas banget;0;0;0
14/10/2025;Nggak pakai bihun;@febrijakarta;Jakarta PANAS banget. Awas heat stroke.;0;0;0
14/10/2025;auli;@aulitaesik;Jakarta panas banget;0;0;0
14/10/2025;bless;@blessUrasss;jakarta ini panas banget atau guenya yg gapernah kena matahari yaa?;0;0;0
14/10/2025;ayas;@trcssard;buset gerah banget jakarta;0;0;0
14/10/2025;zyvpe;@zyvpe;Jakarta, kamu kenapa sih… panas banget;0;0;0
14/10/2025;mario slepet;@earthtosaturnn;jakarta maruk matahari ajg panas banget;0;0;0
14/10/2025;aya;@lunarduste;panas banget jakarta;0;0;0
14/10/2025;ebin #DEAD_AND;@gaonjakbar;najis panas banget kepala gw sampe pusing JELEK LU @ matahari jakarta;0;0;0
14/10/2025;Bulu lagi pundung sama iwak k/ia ‧₊˚ ⋅;@pisankdesu;panasnya jakarta kayak di ungkep. Gerah banget hoehhhh;0;0;0
14/10/2025;Nono;@hijklmnono;Ini jakarta lg panas panasnya atau kontrakannya ga cuaca panas friendly;0;0;0
14/10/2025;owdrei.;@yizh0u_;BUSET DAH INI JAKARTA MATAHARINYA ADA 10 KAH ANJIRT PANAS BANGET;0;0;0
14/10/2025;Epika;@refikaa;JAKARTA PANAS BANGET GA SIHHHH YA ALLAH GABISA NAPAS;0;0;0
14/10/2025;Grok;@grok;Cuaca panas akhir-akhir ini disebabkan pergeseran posisi matahari ke selatan Indonesia, minimnya awan, dan masa pancaroba menuju musim hujan (sumber: BMKG). Suhu bisa mencapai 35°C di Jakarta. Musim hujan diprediksi mulai akhir Oktober-November 2025 di sebagian besar wilayah,;0;0;0
14/10/2025;autumn;@beomnyoungie;Yugyeom iteman wamilnya di Korea apa Jakarta wkwwkw alias panas banget borrr disini edyaaan;0;0;0
14/10/2025;just call me shasha | btxtis;@kj_shasha;JAKARTA HARI INI PANAS BANGET HEELPPPP;0;0;0
14/10/2025;R e n 아이린 {렌} † イレーネ;@14is86;Jakarta panas banget hari ini... Pengen buru2 masuk kamar ber AC terus baca novel;0;0;0
15/10/2025;BMKG;@infoBMKG;SIARAN PERS Suhu Panas Landa Sejumlah Wilayah Indonesia, BMKG Ungkap Penyebab dan Potensinya ke Depan Jakarta, 15 Oktober 2025 – Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) mengungkapkan bahwa cuaca panas dengan suhu maksimum mencapai 37,6°C yang melanda berbagai;4100;5700;9800
15/10/2025;Elisa;@elisa_jkt;Sepertinya Jakarta 4-5 hari ke belakang panas banget ya?  Baru sampai rumah, dan masuk kamar tidur, panas luar biasa dan cek suhu 34C dlm ruangan di malam hari. Hny krn lupa nutup gorden yg tebal. Terpaksa buka dulu semua pintu jendela flat utk jalankan sirkulasi udara alami.;7;39;46
15/10/2025;veforwang;@verinagst;Di cuaca panas jakarta yang makin sering di setiap tahun emang solusi yang tepat itu ganti ac rumah lebih gede pk nya. Gue sudah merasakan itu makannya tiap lagi di rumah gak pernah ngerasa kegerahan lagi di saat ac udah nyala  Beneran langsung ganti 3 ac kemarin, gue pake;2;1;3
15/10/2025;𝑪𝒂𝒔𝒑𝒆𝒓;@babycasper_a;YaAllah, jakarta panas banget skaksuaksjsjakakdisj;0;2;2
15/10/2025;sweetypie;@urrrname;Jakarta panas banget;0;2;2
15/10/2025;((( ämib )));@bidolzz;Panas banget dunia jakarta, anjim;1;0;1
15/10/2025;.;@eeveveee;eh gila jakarta gerah banget ada apaan;0;1;1
